epoch,train_acc,val_acc,train_loss,val_loss
1,38.48270577170922,38.53441069935915,1.6328076296305432,1.5944731693541516
2,52.19617541537497,49.568124825856785,1.2493589272165735,1.2917649233098747
3,58.90487303633007,56.89607132906102,1.0818963080053938,1.1522200194930392
4,64.59646800654846,56.088046809696294,0.9375351604662443,1.124731806833188
5,70.38211013967745,57.871273335190864,0.795429616951636,1.18025372748456
6,75.83684558849141,60.26748397882419,0.6501765987160454,1.1595408912487566
7,81.4761921348706,58.81861242685985,0.5074404973892662,1.3145579636080347
8,86.41192657354837,58.06631373641683,0.3801658073072129,1.3740950800576028
9,89.66874499285939,59.45945945945946,0.2881911053888692,1.527743103644349
10,92.98826152077746,60.74115352465868,0.20280929907116754,1.6255797739977556
11,94.52088195339441,61.13123432711062,0.16124912537005034,1.789841031789049
12,95.93158939705319,61.911395932014486,0.12404846145302911,1.7938873593473075
13,96.7954300045282,60.4346614655893,0.09603510342628929,1.9315027204121877
14,97.43982723187851,62.49651713569239,0.0789859190562727,1.9775291649070945
15,98.1120902852764,62.44079130677069,0.0593508453654629,2.119503643692752
16,98.50569507819847,61.63276678740596,0.04672290443680645,2.1811852080471903
17,98.66244034971612,61.46558930064085,0.03985502096254408,2.2443573637638425
18,98.95851475147167,62.607968793535804,0.03290068955781289,2.3445827931074352
19,98.94458183844787,62.078573418779605,0.030411031282990532,2.4856348088871107
20,98.57884287157337,62.85873502368348,0.03885252077208114,2.514207627986526
21,98.71468877355534,63.10950125383115,0.03732124449236699,2.286936891879435
22,98.94458183844787,63.49958205628309,0.03129705057594506,2.3306492204020435
23,99.31728726183427,62.69155753691836,0.019706796025403494,2.6822712207511463
24,99.24413946845937,62.27361382000557,0.022065507133400733,2.641145691163495
25,99.22324009892368,62.05071050431875,0.023037199519442025,2.638657718157828
26,99.22672332717963,63.33240456951797,0.02208392127124451,2.5483798460563136
27,99.47054930509596,61.82780718863193,0.01301391666559572,2.696957516118855
28,99.53673064195897,63.72248537196991,0.012063993955378438,2.807919861646574
